id,name,area,sub,skill_type,t_category,confidence,rationale,area_proxy_t,review_flag
MFG-ASSY-002,Electrical & Wiring Assembly,Manufacturing,Assembly Operations,Technical,technical,high,"equipment/hardware hands-on signal (area=Manufacturing, kw=True)",role_specific,REVIEW
MFG-ASSY-003,Blueprint & Work Instruction Reading,Manufacturing,Assembly Operations,Technical,technical,high,"equipment/hardware hands-on signal (area=Manufacturing, kw=True)",role_specific,REVIEW
MFG-ASSY-004,Soldering & Brazing,Manufacturing,Assembly Operations,Technical,technical,high,"equipment/hardware hands-on signal (area=Manufacturing, kw=True)",role_specific,REVIEW
MFG-ASSY-005,Torque & Fastener Control,Manufacturing,Assembly Operations,Technical,technical,high,"equipment/hardware hands-on signal (area=Manufacturing, kw=True)",role_specific,REVIEW
MFG-ASSY-006,Assembly Fixture & Tooling Use,Manufacturing,Assembly Operations,Operational,technical,medium,"equipment/hardware hands-on signal (area=Manufacturing, kw=True)",role_specific,REVIEW
MFG-ASSY-007,In-Process Quality Checks,Manufacturing,Assembly Operations,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Manufacturing)",role_specific,
MFG-ASSY-008,Lean Assembly Practices,Manufacturing,Assembly Operations,Behavioral,process,medium,"improvement/methodology signal (area=Manufacturing, kw=True)",role_specific,REVIEW
MFG-CNC-001,CNC Machine Operation,Manufacturing,CNC & Machining,Technical,technical,high,explicit rubric anchor/edge-case decision,role_specific,REVIEW
MFG-CNC-002,CNC Program Setup & Verification,Manufacturing,CNC & Machining,Technical,technical,high,"equipment/hardware hands-on signal (area=Manufacturing, kw=True)",role_specific,REVIEW
MFG-CNC-003,Workholding & Fixturing,Manufacturing,CNC & Machining,Technical,technical,high,"equipment/hardware hands-on signal (area=Manufacturing, kw=True)",role_specific,REVIEW
MFG-CNC-004,Cutting Tool Selection & Management,Manufacturing,CNC & Machining,Technical,technical,high,"equipment/hardware hands-on signal (area=Manufacturing, kw=True)",role_specific,REVIEW
MFG-CNC-005,In-Process Part Inspection (Machining),Manufacturing,CNC & Machining,Technical,technical,high,"equipment/hardware hands-on signal (area=Manufacturing, kw=True)",role_specific,REVIEW
MFG-CNC-006,G-Code & CAM Programming Fundamentals,Engineering & R&D,CNC & Machining,Behavioral,digital,medium,"digital tech build/operate signal (area=Engineering & R&D, kw=True)",role_specific,REVIEW
MFG-CNC-007,Machine Maintenance & Calibration (CNC),Manufacturing,CNC & Machining,Operational,technical,medium,"equipment/hardware hands-on signal (area=Manufacturing, kw=True)",role_specific,REVIEW
MFG-CNC-008,Material Properties & Machinability,Manufacturing,CNC & Machining,Technical,technical,high,"equipment/hardware hands-on signal (area=Manufacturing, kw=True)",role_specific,REVIEW
MFG-OPS-002,Equipment Setup & Changeover,Manufacturing,Production Operations,Technical,technical,high,"equipment/hardware hands-on signal (area=Manufacturing, kw=True)",role_specific,REVIEW
MFG-OPS-003,Assembly & Production Tasks,Manufacturing,Production Operations,Operational,technical,high,explicit rubric anchor/edge-case decision,role_specific,REVIEW
MFG-PAINT-001,Surface Preparation,Manufacturing,Industrial Painting & Coating,Technical,technical,high,"equipment/hardware hands-on signal (area=Manufacturing, kw=True)",role_specific,REVIEW
MFG-PAINT-002,Spray Application Techniques,Manufacturing,Industrial Painting & Coating,Technical,technical,high,"equipment/hardware hands-on signal (area=Manufacturing, kw=True)",role_specific,REVIEW
MFG-PAINT-003,Powder Coating Operations,Manufacturing,Industrial Painting & Coating,Technical,technical,high,"equipment/hardware hands-on signal (area=Manufacturing, kw=True)",role_specific,REVIEW
MFG-PAINT-004,Paint Mixing & Color Matching,Manufacturing,Industrial Painting & Coating,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Manufacturing)",role_specific,
MFG-PAINT-005,Coating Thickness Measurement,Manufacturing,Industrial Painting & Coating,Technical,technical,high,"equipment/hardware hands-on signal (area=Manufacturing, kw=True)",role_specific,REVIEW
MFG-PAINT-006,Paint Booth Operation & Maintenance,Manufacturing,Industrial Painting & Coating,Operational,technical,medium,"equipment/hardware hands-on signal (area=Manufacturing, kw=True)",role_specific,REVIEW
MFG-PAINT-007,Coating Defect Analysis,Manufacturing,Industrial Painting & Coating,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Manufacturing)",role_specific,
MFG-PAINT-008,Coating Safety & Hazardous Materials Handling,Manufacturing,Industrial Painting & Coating,Operational,process,medium,safety methodology -> Process,role_specific,REVIEW
MFG-PROC-001,Process Parameter Monitoring,Manufacturing,Process Control & Efficiency,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Manufacturing)",role_specific,
MFG-PROC-002,Waste & Defect Reduction,Manufacturing,Process Control & Efficiency,Behavioral,process,medium,"improvement/methodology signal (area=Manufacturing, kw=True)",role_specific,REVIEW
MFG-PROC-003,Cycle Time Optimization Support,Manufacturing,Process Control & Efficiency,Operational,process,medium,"improvement/methodology signal (area=Manufacturing, kw=True)",role_specific,REVIEW
MFG-QUAL-001,First‑Piece Inspection,Manufacturing,Operator‑Level Quality Skills,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Manufacturing)",role_specific,
MFG-QUAL-002,In‑Process Checks,Manufacturing,Operator‑Level Quality Skills,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Manufacturing)",role_specific,
MFG-QUAL-003,Defect Identification & Escalation,Manufacturing,Operator‑Level Quality Skills,Behavioral,role_specific,low,"domain expertise fallback (type=Behavioral, area=Manufacturing)",role_specific,REVIEW
MFG-SAFE-001,Safe Equipment Operation,Manufacturing,Safety & Compliance,Operational,technical,medium,"equipment/hardware hands-on signal (area=Manufacturing, kw=True)",role_specific,REVIEW
MFG-SAFE-002,Lockout/Tagout (LOTO) Awareness,Manufacturing,Safety & Compliance,Technical,process,medium,safety methodology -> Process,role_specific,REVIEW
MFG-SAFE-003,PPE Usage & Compliance,Manufacturing,Safety & Compliance,Behavioral,process,medium,safety methodology -> Process,role_specific,REVIEW
MFG-SUPP-003,Cross‑Functional Communication,Manufacturing,Production Support & Documentation,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Manufacturing)",role_specific,REVIEW
MFG-TECH-001,Basic Mechanical Troubleshooting,Manufacturing,Equipment & Technical Skills,Technical,technical,high,"equipment/hardware hands-on signal (area=Manufacturing, kw=True)",role_specific,REVIEW
MFG-TECH-002,Measurement Tool Usage,Manufacturing,Equipment & Technical Skills,Technical,technical,high,"equipment/hardware hands-on signal (area=Manufacturing, kw=True)",role_specific,REVIEW
MFG-TECH-003,Blueprint & Specification Reading,Manufacturing,Equipment & Technical Skills,Technical,technical,high,explicit rubric anchor/edge-case decision,role_specific,REVIEW
MFG-WELD-001,MIG/GMAW Welding,Manufacturing,Welding & Fabrication,Technical,technical,high,explicit rubric anchor/edge-case decision,role_specific,REVIEW
MFG-WELD-002,TIG/GTAW Welding,Manufacturing,Welding & Fabrication,Technical,technical,high,"equipment/hardware hands-on signal (area=Manufacturing, kw=True)",role_specific,REVIEW
MFG-WELD-003,Stick/SMAW Welding,Manufacturing,Welding & Fabrication,Technical,technical,high,"equipment/hardware hands-on signal (area=Manufacturing, kw=True)",role_specific,REVIEW
MFG-WELD-004,Weld Joint Preparation & Fit-Up,Manufacturing,Welding & Fabrication,Technical,technical,high,"equipment/hardware hands-on signal (area=Manufacturing, kw=True)",role_specific,REVIEW
MFG-WELD-005,Weld Quality Inspection,Manufacturing,Welding & Fabrication,Technical,technical,high,"equipment/hardware hands-on signal (area=Manufacturing, kw=True)",role_specific,REVIEW
MFG-WELD-006,Fabrication Drawing & Symbol Reading,Manufacturing,Welding & Fabrication,Technical,technical,high,"equipment/hardware hands-on signal (area=Manufacturing, kw=True)",role_specific,REVIEW
MFG-WELD-007,Metal Cutting & Forming,Manufacturing,Welding & Fabrication,Technical,technical,high,"equipment/hardware hands-on signal (area=Manufacturing, kw=True)",role_specific,REVIEW
MFG-WELD-008,Welding Safety & Hot Work Practices,Manufacturing,Welding & Fabrication,Safety,process,high,safety methodology -> Process,role_specific,REVIEW
MGMT-ADM-001,Policy & Procedure Enforcement,Management,Administrative & Compliance Management,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Management)",role_specific,
MGMT-ADM-002,Documentation Oversight,Management,Administrative & Compliance Management,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Management)",role_specific,
MGMT-ADM-003,Incident Reporting Oversight,Management,Administrative & Compliance Management,Operational,process,medium,"improvement/methodology signal (area=Management, kw=True)",role_specific,REVIEW
MGMT-COMM-001,Daily Team Communication,Management,Communication & Team Alignment,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Management)",role_specific,REVIEW
MGMT-COMM-002,Clear Instruction Delivery,Management,Communication & Team Alignment,Behavioral,role_specific,low,"domain expertise fallback (type=Behavioral, area=Management)",role_specific,REVIEW
MGMT-COMM-003,Feedback Loop Management,Management,Communication & Team Alignment,Behavioral,role_specific,low,"domain expertise fallback (type=Behavioral, area=Management)",role_specific,REVIEW
MGMT-PLAN-001,Short-Term Planning,Management,Operational Planning,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Management)",role_specific,
MGMT-PLAN-002,Workload Forecasting,Management,Operational Planning,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Management)",role_specific,
MGMT-PLAN-003,Cross-Shift Coordination,Management,Operational Planning,Behavioral,role_specific,low,"domain expertise fallback (type=Behavioral, area=Management)",role_specific,REVIEW
MGMT-PQM-001,Quality Monitoring,Management,Performance & Quality Management,Operational,process,medium,"improvement/methodology signal (area=Management, kw=True)",role_specific,REVIEW
MGMT-PQM-002,KPI Tracking,Management,Performance & Quality Management,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Management)",role_specific,
MGMT-PQM-003,Corrective Action Implementation,Management,Performance & Quality Management,Operational,process,medium,"improvement/methodology signal (area=Management, kw=True)",role_specific,REVIEW
MGMT-PQM-004,Coaching for Performance,Management,Performance & Quality Management,Behavioral,adaptive,high,explicit rubric anchor/edge-case decision,role_specific,REVIEW
MGMT-SAFE-001,Safety Leadership,Management,Safety & Risk Management,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Management)",role_specific,REVIEW
MGMT-SAFE-002,Hazard Identification Oversight,Management,Safety & Risk Management,Operational,process,medium,safety methodology -> Process,role_specific,REVIEW
MGMT-SAFE-003,Emergency Response Coordination,Management,Safety & Risk Management,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Management)",role_specific,
MGMT-WFM-001,Scheduling & Staffing,Management,Workforce Management,Operational,process,medium,"improvement/methodology signal (area=Management, kw=True)",role_specific,REVIEW
MGMT-WFM-002,Task Assignment,Management,Workforce Management,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Management)",role_specific,
MGMT-WFM-003,Attendance & Time Management Oversight,Management,Workforce Management,Operational,role_specific,high,explicit rubric anchor/edge-case decision,role_specific,
MGMT-WFM-004,Onboarding Coordination,Management,Workforce Management,Behavioral,role_specific,low,"domain expertise fallback (type=Behavioral, area=Management)",role_specific,REVIEW
MGMT-WRC-001,Daily Workflow Management,Management,Workflow & Resource Coordination,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Management)",role_specific,
MGMT-WRC-002,Resource Allocation,Management,Workflow & Resource Coordination,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Management)",role_specific,
MGMT-WRC-003,Bottleneck Identification,Management,Workflow & Resource Coordination,Operational,process,high,explicit rubric anchor/edge-case decision,role_specific,REVIEW
MIS-CFG-001,Workflow Configuration,MIS,System Configuration & Optimization,Technical,digital,medium,"digital tech build/operate signal (area=MIS, kw=False)",digital,
MIS-CFG-002,System Optimization,MIS,System Configuration & Optimization,Technical,digital,medium,"digital tech build/operate signal (area=MIS, kw=False)",digital,
MIS-CFG-003,Release & Update Coordination,MIS,System Configuration & Optimization,Operational,digital,medium,"digital tech build/operate signal (area=MIS, kw=False)",digital,
MIS-DATA-001,Data Validation,MIS,Data Management & Integrity,Operational,digital,medium,"digital tech build/operate signal (area=MIS, kw=False)",digital,
MIS-DATA-002,Data Governance Support,MIS,Data Management & Integrity,Operational,digital,high,"digital tech build/operate signal (area=MIS, kw=True)",digital,
MIS-DATA-003,Master Data Maintenance,MIS,Data Management & Integrity,Operational,digital,medium,"digital tech build/operate signal (area=MIS, kw=False)",digital,
MIS-INT-001,System Integration Support,MIS,Process Automation & Integration,Technical,digital,medium,"digital tech build/operate signal (area=MIS, kw=False)",digital,
MIS-INT-002,Workflow Automation,MIS,Process Automation & Integration,Technical,digital,high,"digital tech build/operate signal (area=MIS, kw=True)",digital,
MIS-INT-003,Data Flow Troubleshooting,MIS,Process Automation & Integration,Technical,digital,medium,"digital tech build/operate signal (area=MIS, kw=False)",digital,
MIS-RPT-001,Report Development,MIS,Reporting & Analytics,Technical,digital,medium,"digital tech build/operate signal (area=MIS, kw=False)",digital,
MIS-RPT-002,Dashboard Creation,MIS,Reporting & Analytics,Technical,digital,high,"digital tech build/operate signal (area=MIS, kw=True)",digital,
MIS-RPT-003,Data Interpretation,MIS,Reporting & Analytics,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=MIS)",digital,REVIEW
MIS-SUP-001,End‑User Troubleshooting,MIS,User Support & Training,Technical,digital,medium,"digital tech build/operate signal (area=MIS, kw=False)",digital,
MIS-SUP-002,User Training Delivery,MIS,User Support & Training,Behavioral,digital,medium,"digital tech build/operate signal (area=MIS, kw=False)",digital,
MIS-SUP-003,Knowledge Base Maintenance,MIS,User Support & Training,Operational,digital,medium,"digital tech build/operate signal (area=MIS, kw=False)",digital,
MIS-SYS-001,System Access Management,MIS,Business Systems Administration,Technical,digital,medium,"digital tech build/operate signal (area=MIS, kw=False)",digital,
MIS-SYS-002,Application Administration,MIS,Business Systems Administration,Technical,digital,medium,"digital tech build/operate signal (area=MIS, kw=False)",digital,
MIS-SYS-003,System Documentation,MIS,Business Systems Administration,Operational,digital,medium,"digital tech build/operate signal (area=MIS, kw=False)",digital,
MIS-VEND-001,Vendor Coordination,MIS,Vendor & Application Management,Behavioral,digital,medium,"digital tech build/operate signal (area=MIS, kw=False)",digital,
MIS-VEND-002,License & Subscription Management,MIS,Vendor & Application Management,Operational,digital,high,"digital tech build/operate signal (area=MIS, kw=True)",digital,
MIS-VEND-003,Application Evaluation,MIS,Vendor & Application Management,Behavioral,digital,medium,"digital tech build/operate signal (area=MIS, kw=False)",digital,
MKT-BRAND-001,Brand Messaging,Marketing,Brand & Communications,Behavioral,role_specific,high,explicit rubric anchor/edge-case decision,role_specific,
MKT-BRAND-002,Content Writing,Marketing,Brand & Communications,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Marketing)",role_specific,REVIEW
MKT-BRAND-003,Visual Brand Application,Marketing,Brand & Communications,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Marketing)",role_specific,
MKT-CMP-001,Campaign Planning,Marketing,Campaign Management,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Marketing)",role_specific,
MKT-CMP-002,Campaign Execution,Marketing,Campaign Management,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Marketing)",role_specific,
MKT-CMP-003,Campaign Performance Tracking,Marketing,Campaign Management,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Marketing)",role_specific,
MKT-CONT-001,Graphic Design Basics,Marketing,Content Creation,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Marketing)",role_specific,
MKT-CONT-002,Video Content Support,Marketing,Content Creation,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Marketing)",role_specific,
MKT-CONT-003,Content Planning,Marketing,Content Creation,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Marketing)",role_specific,
MKT-DATA-001,Web Analytics,Marketing,Marketing Analytics & Reporting,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Marketing)",role_specific,
MKT-DATA-002,Campaign Analytics,Marketing,Marketing Analytics & Reporting,Technical,role_specific,high,explicit rubric anchor/edge-case decision,role_specific,
MKT-DATA-003,Dashboard Maintenance,Marketing,Marketing Analytics & Reporting,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Marketing)",role_specific,
MKT-DIG-001,Website Content Management,Marketing,Digital Marketing,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Marketing)",role_specific,
MKT-DIG-002,Email Marketing Execution,Marketing,Digital Marketing,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Marketing)",role_specific,
MKT-DIG-003,Social Media Management,Marketing,Digital Marketing,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Marketing)",role_specific,REVIEW
MKT-MRKT-001,Competitor Research,Marketing,Market Research & Insights,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Marketing)",role_specific,
MKT-MRKT-002,Customer Insights Gathering,Marketing,Market Research & Insights,Behavioral,role_specific,low,"domain expertise fallback (type=Behavioral, area=Marketing)",role_specific,REVIEW
MKT-MRKT-003,Market Trend Analysis,Marketing,Market Research & Insights,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Marketing)",role_specific,
MNT-CM-004,Breakdown Response & Repair,Maintenance & Reliab,Corrective Maintenance,Technical,technical,high,explicit rubric anchor/edge-case decision,role_specific,REVIEW
MNT-CM-005,Root Cause Analysis (Maintenance),Maintenance & Reliab,Corrective Maintenance,Technical,process,medium,"improvement/methodology signal (area=Maintenance & Reliab, kw=True)",role_specific,REVIEW
MNT-CM-006,Spare Parts Management,Maintenance & Reliab,Corrective Maintenance,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Maintenance & Reliab)",role_specific,
MNT-KPI-017,Maintenance KPI Tracking,Maintenance & Reliab,Maintenance Performance,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Maintenance & Reliab)",role_specific,
MNT-KPI-018,Continuous Improvement (Maintenance),Maintenance & Reliab,Maintenance Performance,Behavioral,process,medium,"improvement/methodology signal (area=Maintenance & Reliab, kw=True)",role_specific,REVIEW
MNT-PM-001,Preventive Maintenance Planning,Maintenance & Reliab,Preventive Maintenance,Operational,technical,medium,"equipment/hardware hands-on signal (area=Maintenance & Reliab, kw=True)",role_specific,REVIEW
MNT-PM-002,PM Task Execution,Maintenance & Reliab,Preventive Maintenance,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Maintenance & Reliab)",role_specific,
MNT-PM-003,CMMS Data Management,Maintenance & Reliab,Preventive Maintenance,Operational,role_specific,high,explicit rubric anchor/edge-case decision,role_specific,
MNT-REL-007,Equipment Criticality Assessment,Maintenance & Reliab,Reliability Engineering,Technical,technical,high,"equipment/hardware hands-on signal (area=Maintenance & Reliab, kw=True)",role_specific,REVIEW
MNT-REL-008,Predictive Maintenance Techniques,Maintenance & Reliab,Reliability Engineering,Technical,technical,high,"equipment/hardware hands-on signal (area=Maintenance & Reliab, kw=True)",role_specific,REVIEW
MNT-REL-009,Reliability Data Analysis,Maintenance & Reliab,Reliability Engineering,Technical,digital,high,explicit rubric anchor/edge-case decision,role_specific,REVIEW
MNT-REL-010,Maintenance Strategy Development,Maintenance & Reliab,Reliability Engineering,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Maintenance & Reliab)",role_specific,
MNT-SAF-014,Lockout-Tagout Compliance,Maintenance & Reliab,Maintenance Safety,Safety,process,high,safety methodology -> Process,role_specific,REVIEW
MNT-SAF-015,Confined Space & Hot Work Safety,Maintenance & Reliab,Maintenance Safety,Safety,process,high,safety methodology -> Process,role_specific,REVIEW
MNT-SAF-016,Contractor Safety Coordination,Maintenance & Reliab,Maintenance Safety,Safety,process,high,safety methodology -> Process,role_specific,REVIEW
MNT-SYS-011,Work Order Management,Maintenance & Reliab,Maintenance Systems,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Maintenance & Reliab)",role_specific,
MNT-SYS-012,Maintenance Scheduling & Coordination,Maintenance & Reliab,Maintenance Systems,Operational,process,medium,"improvement/methodology signal (area=Maintenance & Reliab, kw=True)",role_specific,REVIEW
MNT-SYS-013,Maintenance Budget Tracking,Maintenance & Reliab,Maintenance Systems,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Maintenance & Reliab)",role_specific,
OD-CHG-004,Change Strategy Development,Org Development,Change Management,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Org Development)",adaptive,
OD-CHG-005,Change Plan Development,Org Development,Change Management,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Org Development)",adaptive,REVIEW
OD-CHG-006,Change Communication Planning,Org Development,Change Management,Behavioral,adaptive,high,"general/behavioral capability (type=Behavioral, area=Org Development)",adaptive,
OD-CHG-007,Change Messaging Development,Org Development,Change Management,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Org Development)",adaptive,
OD-CHG-008,Stakeholder Engagement Facilitation,Org Development,Change Management,Behavioral,adaptive,high,"general/behavioral capability (type=Behavioral, area=Org Development)",adaptive,
OD-CHG-009,Adoption Planning,Org Development,Change Management,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Org Development)",adaptive,
OD-CHG-010,Change-Related Training Coordination,Org Development,Change Management,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Org Development)",adaptive,REVIEW
OD-CHG-011,Reinforcement Planning,Org Development,Change Management,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Org Development)",adaptive,
OD-CHG-012,Adoption Measurement,Org Development,Change Management,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Org Development)",adaptive,REVIEW
OD-CHG-013,Change Risk Monitoring,Org Development,Change Management,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Org Development)",adaptive,
OD-CHG-014,Change Reporting & Insights,Org Development,Change Management,Operational,adaptive,high,"general/behavioral capability (type=Operational, area=Org Development)",adaptive,
OD-CONT-001,Multimedia Content Creation,Org Development,Content Development,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Org Development)",adaptive,REVIEW
OD-FAC-001,Classroom Facilitation,Org Development,Facilitation & Training Delivery,Behavioral,adaptive,high,"general/behavioral capability (type=Behavioral, area=Org Development)",adaptive,
OD-FAC-002,Virtual Facilitation,Org Development,Facilitation & Training Delivery,Behavioral,adaptive,high,"general/behavioral capability (type=Behavioral, area=Org Development)",adaptive,
OD-FAC-003,Group Dynamics Management,Org Development,Facilitation & Training Delivery,Behavioral,adaptive,high,"general/behavioral capability (type=Behavioral, area=Org Development)",adaptive,
OD-ID-001,Learning Objective Development,Org Development,Instructional Design,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Org Development)",adaptive,REVIEW
OD-ID-002,Curriculum Design,Org Development,Instructional Design,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Org Development)",adaptive,REVIEW
OD-ID-003,Assessment Design,Org Development,Instructional Design,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Org Development)",adaptive,REVIEW
OD-LMS-001,LMS Administration,Org Development,Learning Technology,Technical,adaptive,high,"general/behavioral capability (type=Technical, area=Org Development)",adaptive,
OD-LMS-002,Learning Data Reporting,Org Development,Learning Technology,Technical,adaptive,high,"general/behavioral capability (type=Technical, area=Org Development)",adaptive,
OD-LSTR-001,Learning Needs Analysis,Org Development,Learning Strategy,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Org Development)",adaptive,
OD-LSTR-002,Learning Pathway Design,Org Development,Learning Strategy,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Org Development)",adaptive,
OPS-COM-001,Customer Order Entry & Processing,Manufacturing,Customer Order Management,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Manufacturing)",role_specific,
OPS-COM-002,Order Expediting & Priority Management,Manufacturing,Customer Order Management,Operational,process,medium,"improvement/methodology signal (area=Manufacturing, kw=True)",role_specific,REVIEW
OPS-COM-003,Delivery Promise Management,Manufacturing,Customer Order Management,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Manufacturing)",role_specific,
OPS-PPS-001,Production Scheduling,Manufacturing,Production Planning & Scheduling,Operational,process,medium,"improvement/methodology signal (area=Manufacturing, kw=True)",role_specific,REVIEW
OPS-PPS-002,MRP/ERP Production Execution,Manufacturing,Production Planning & Scheduling,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Manufacturing)",role_specific,
OPS-PPS-003,Master Production Scheduling,Manufacturing,Production Planning & Scheduling,Operational,process,medium,"improvement/methodology signal (area=Manufacturing, kw=True)",role_specific,REVIEW
OPS-PPS-004,Material Requirements Planning,Manufacturing,Production Planning & Scheduling,Behavioral,role_specific,low,"domain expertise fallback (type=Behavioral, area=Manufacturing)",role_specific,REVIEW
PEF-AC-001,Advanced Communication,Prof Effectiveness,Advanced Communication,Behavioral,adaptive,high,"general/behavioral capability (type=Behavioral, area=Prof Effectiveness)",adaptive,
PEF-AT-001,Analytical Thinking,Prof Effectiveness,Analytical Thinking,Behavioral,adaptive,high,explicit rubric anchor/edge-case decision,adaptive,
PEF-CT-001,Conceptual Thinking,Prof Effectiveness,Conceptual Thinking,Behavioral,adaptive,high,explicit rubric anchor/edge-case decision,adaptive,
PEF-DM-001,Decision Making — Career Level,Prof Effectiveness,Decision Making,Behavioral,adaptive,high,"general/behavioral capability (type=Behavioral, area=Prof Effectiveness)",adaptive,
PEF-ED-001,Domain Expertise Development,Prof Effectiveness,Expertise Development,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Prof Effectiveness)",adaptive,
PEF-SA-001,Strategic Alignment — Individual Contributor,Prof Effectiveness,Strategic Alignment,Behavioral,process,medium,"improvement/methodology signal (area=Prof Effectiveness, kw=True)",adaptive,REVIEW
PM-CLOSE-001,Project Closure,Project Management,Project Closure & Sustainment,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Project Management)",role_specific,
PM-CLOSE-002,Lessons Learned Facilitation,Project Management,Project Closure & Sustainment,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Project Management)",role_specific,REVIEW
PM-CLOSE-003,Sustainment Planning,Project Management,Project Closure & Sustainment,Behavioral,role_specific,low,"domain expertise fallback (type=Behavioral, area=Project Management)",role_specific,REVIEW
PM-COMM-001,Stakeholder Identification,Project Management,Stakeholder & Communication Management,Behavioral,role_specific,low,"domain expertise fallback (type=Behavioral, area=Project Management)",role_specific,REVIEW
PM-COMM-002,Project Communication Planning,Project Management,Stakeholder & Communication Management,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Project Management)",role_specific,REVIEW
PM-COMM-003,Meeting Facilitation,Project Management,Stakeholder & Communication Management,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Project Management)",role_specific,REVIEW
PM-EXEC-001,Task Coordination,Project Management,Project Execution,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Project Management)",role_specific,
PM-EXEC-002,Cross-Functional Coordination,Project Management,Project Execution,Behavioral,role_specific,low,"domain expertise fallback (type=Behavioral, area=Project Management)",role_specific,REVIEW
PM-EXEC-003,Change Control Execution,Project Management,Project Execution,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Project Management)",role_specific,
PM-MON-001,Timeline Tracking,Project Management,Project Monitoring & Reporting,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Project Management)",role_specific,
PM-MON-002,Status Reporting,Project Management,Project Monitoring & Reporting,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Project Management)",role_specific,
PM-MON-003,Metrics & KPI Tracking,Project Management,Project Monitoring & Reporting,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Project Management)",role_specific,
PM-PLAN-001,Scope Definition,Project Management,Project Planning,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Project Management)",role_specific,
