id,name,area,sub,skill_type,desc
LSC-WH-003,Material Picking,Logistics & Supply Chain,Warehousing,Operational,Selects materials accurately based on pick lists or work orders. Verifies quantities and item numbers to prevent errors.
LSC-WH-004,Palletizing & Staging,Logistics & Supply Chain,Warehousing,Operational,and staging according to standards. Ensures stability and safety during transport.
MFG-ASSY-001,Mechanical Assembly,Manufacturing,Assembly Operations,Technical,Has foundational knowledge of mechanical assembly and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
MFG-ASSY-002,Electrical & Wiring Assembly,Manufacturing,Assembly Operations,Technical,Has foundational knowledge of electrical & wiring assembly and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
MFG-ASSY-003,Blueprint & Work Instruction Reading,Manufacturing,Assembly Operations,Technical,Has foundational knowledge of blueprint & work instruction reading and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
MFG-ASSY-004,Soldering & Brazing,Manufacturing,Assembly Operations,Technical,Has foundational knowledge of soldering & brazing and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
MFG-ASSY-005,Torque & Fastener Control,Manufacturing,Assembly Operations,Technical,Has foundational knowledge of torque & fastener control and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
MFG-ASSY-006,Assembly Fixture & Tooling Use,Manufacturing,Assembly Operations,Operational,Has foundational knowledge of assembly fixture & tooling use and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
MFG-ASSY-007,In-Process Quality Checks,Manufacturing,Assembly Operations,Technical,Has foundational knowledge of in-process quality checks and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
MFG-ASSY-008,Lean Assembly Practices,Manufacturing,Assembly Operations,Behavioral,Has foundational knowledge of lean assembly practices and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
MFG-CNC-001,CNC Machine Operation,Manufacturing,CNC & Machining,Technical,Has foundational knowledge of cnc machine operation and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
MFG-CNC-002,CNC Program Setup & Verification,Manufacturing,CNC & Machining,Technical,Has foundational knowledge of cnc program setup & verification and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
MFG-CNC-003,Workholding & Fixturing,Manufacturing,CNC & Machining,Technical,Has foundational knowledge of workholding & fixturing and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
MFG-CNC-004,Cutting Tool Selection & Management,Manufacturing,CNC & Machining,Technical,Has foundational knowledge of cutting tool selection & management and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
MFG-CNC-005,In-Process Part Inspection (Machining),Manufacturing,CNC & Machining,Technical,Has foundational knowledge of in-process part inspection (machining) and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
MFG-CNC-006,G-Code & CAM Programming Fundamentals,Engineering & R&D,CNC & Machining,Behavioral,Has foundational knowledge of g-code & cam programming fundamentals and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
MFG-CNC-007,Machine Maintenance & Calibration (CNC),Manufacturing,CNC & Machining,Operational,Has foundational knowledge of machine maintenance & calibration (cnc) and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
MFG-CNC-008,Material Properties & Machinability,Manufacturing,CNC & Machining,Technical,Has foundational knowledge of material properties & machinability and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
MFG-OPS-002,Equipment Setup & Changeover,Manufacturing,Production Operations,Technical,Performs equipment setups and changeovers according to specifications. Ensures accuracy and minimizes downtime.
MFG-OPS-003,Assembly & Production Tasks,Manufacturing,Production Operations,Operational,Performs manual or semi‑automated assembly tasks with accuracy and consistency. Follows work instructions and quality standards.
MFG-PAINT-001,Surface Preparation,Manufacturing,Industrial Painting & Coating,Technical,Has foundational knowledge of surface preparation and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
MFG-PAINT-002,Spray Application Techniques,Manufacturing,Industrial Painting & Coating,Technical,Has foundational knowledge of spray application techniques and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
MFG-PAINT-003,Powder Coating Operations,Manufacturing,Industrial Painting & Coating,Technical,Has foundational knowledge of powder coating operations and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
MFG-PAINT-004,Paint Mixing & Color Matching,Manufacturing,Industrial Painting & Coating,Technical,Has foundational knowledge of paint mixing & color matching and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
MFG-PAINT-005,Coating Thickness Measurement,Manufacturing,Industrial Painting & Coating,Technical,Has foundational knowledge of coating thickness measurement and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
MFG-PAINT-006,Paint Booth Operation & Maintenance,Manufacturing,Industrial Painting & Coating,Operational,Has foundational knowledge of paint booth operation & maintenance and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
MFG-PAINT-007,Coating Defect Analysis,Manufacturing,Industrial Painting & Coating,Technical,Has foundational knowledge of coating defect analysis and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
MFG-PAINT-008,Coating Safety & Hazardous Materials Handling,Manufacturing,Industrial Painting & Coating,Operational,Has foundational knowledge of coating safety & hazardous materials handling and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
MFG-PROC-001,Process Parameter Monitoring,Manufacturing,Process Control & Efficiency,Operational,Monitors key process parameters and makes adjustments within approved limits. Escalates abnormalities promptly.
MFG-PROC-002,Waste & Defect Reduction,Manufacturing,Process Control & Efficiency,Behavioral,Identifies sources of waste or defects and supports improvement efforts. Follows lean principles where applicable.
MFG-PROC-003,Cycle Time Optimization Support,Manufacturing,Process Control & Efficiency,Operational,Supports efforts to improve cycle time and throughput. Follows standardized work to maintain consistency.
MFG-QUAL-001,First‑Piece Inspection,Manufacturing,Operator‑Level Quality Skills,Operational,Performs first‑piece inspections to verify setup accuracy. Documents results and escalates issues.
MFG-QUAL-002,In‑Process Checks,Manufacturing,Operator‑Level Quality Skills,Operational,Conducts routine in‑process quality checks. Uses gauges and tools to verify product meets specifications.
MFG-QUAL-003,Defect Identification & Escalation,Manufacturing,Operator‑Level Quality Skills,Behavioral,Identifies defects or abnormalities and escalates promptly. Prevents defective products from moving forward.
MFG-SAFE-001,Safe Equipment Operation,Manufacturing,Safety & Compliance,Operational,and safety protocols. Reports hazards immediately.
MFG-SAFE-002,Lockout/Tagout (LOTO) Awareness,Manufacturing,Safety & Compliance,Technical,Understands LOTO procedures and follows requirements when equipment is locked out.
MFG-SAFE-003,PPE Usage & Compliance,Manufacturing,Safety & Compliance,Behavioral,Uses required PPE correctly and consistently. Reports damaged or missing PPE.
MFG-SUPP-003,Cross‑Functional Communication,Manufacturing,Production Support & Documentation,Behavioral,and supervisors to resolve issues and maintain flow.
MFG-TECH-001,Basic Mechanical Troubleshooting,Manufacturing,Equipment & Technical Skills,Technical,Identifies and resolves simple mechanical issues. Escalates complex problems to maintenance.
MFG-TECH-002,Measurement Tool Usage,Manufacturing,Equipment & Technical Skills,Technical,and gauges accurately. Ensures parts meet specifications.
MFG-TECH-003,Blueprint & Specification Reading,Manufacturing,Equipment & Technical Skills,Technical,and specifications. Applies information to production tasks.
MFG-WELD-001,MIG/GMAW Welding,Manufacturing,Welding & Fabrication,Technical,Has foundational knowledge of mig/gmaw welding and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
MFG-WELD-002,TIG/GTAW Welding,Manufacturing,Welding & Fabrication,Technical,Has foundational knowledge of tig/gtaw welding and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
MFG-WELD-003,Stick/SMAW Welding,Manufacturing,Welding & Fabrication,Technical,Has foundational knowledge of stick/smaw welding and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
MFG-WELD-004,Weld Joint Preparation & Fit-Up,Manufacturing,Welding & Fabrication,Technical,Has foundational knowledge of weld joint preparation & fit-up and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
MFG-WELD-005,Weld Quality Inspection,Manufacturing,Welding & Fabrication,Technical,Has foundational knowledge of weld quality inspection and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
MFG-WELD-006,Fabrication Drawing & Symbol Reading,Manufacturing,Welding & Fabrication,Technical,Has foundational knowledge of fabrication drawing & symbol reading and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
MFG-WELD-007,Metal Cutting & Forming,Manufacturing,Welding & Fabrication,Technical,Has foundational knowledge of metal cutting & forming and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
MFG-WELD-008,Welding Safety & Hot Work Practices,Manufacturing,Welding & Fabrication,Safety,Has foundational knowledge of welding safety & hot work practices and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
MGMT-ADM-001,Policy & Procedure Enforcement,Management,Administrative & Compliance Management,Operational,and compliance requirements. Addresses violations promptly and consistently.
MGMT-ADM-002,Documentation Oversight,Management,Administrative & Compliance Management,Operational,Reviews and approves operational documentation for accuracy and completeness. Ensures records support compliance and reporting.
MGMT-ADM-003,Incident Reporting Oversight,Management,Administrative & Compliance Management,Operational,Ensures incidents are reported accurately and promptly. Follows up on corrective actions and communicates learnings to the team.
MGMT-COMM-001,Daily Team Communication,Management,Communication & Team Alignment,Behavioral,and expectations. Ensures clarity and shared understanding.
MGMT-COMM-002,Clear Instruction Delivery,Management,Communication & Team Alignment,Behavioral,and easy to follow. Confirms understanding before work begins.
MGMT-COMM-003,Feedback Loop Management,Management,Communication & Team Alignment,Behavioral,or risks. Responds constructively and closes the loop on issues raised.
MGMT-PLAN-001,Short-Term Planning,Management,Operational Planning,Operational,and resource availability. Adjusts plans proactively as conditions change.
MGMT-PLAN-002,Workload Forecasting,Management,Operational Planning,Operational,or customer needs. Communicates risks and resource needs early.
MGMT-PLAN-003,Cross-Shift Coordination,Management,Operational Planning,Behavioral,and progress between shifts to maintain continuity. Ensures smooth handoffs and consistent execution.
MGMT-PQM-001,Quality Monitoring,Management,Performance & Quality Management,Operational,Reviews work output to ensure it meets standards and customer expectations. Provides coaching or corrective action when needed.
MGMT-PQM-002,KPI Tracking,Management,Performance & Quality Management,Operational,and safety metrics. Uses data to guide decisions and improvements.
MGMT-PQM-003,Corrective Action Implementation,Management,Performance & Quality Management,Operational,Identifies performance or quality issues and implements corrective actions. Follows up to ensure improvements are sustained.
MGMT-PQM-004,Coaching for Performance,Management,Performance & Quality Management,Behavioral,Provides targeted coaching to improve employee performance and consistency. Reinforces expectations and supports skill growth.
MGMT-SAFE-001,Safety Leadership,Management,Safety & Risk Management,Behavioral,and accountability. Models safety expectations consistently.
MGMT-SAFE-002,Hazard Identification Oversight,Management,Safety & Risk Management,Operational,and addressed promptly. Supports employees in reporting and resolving safety concerns.
MGMT-SAFE-003,Emergency Response Coordination,Management,Safety & Risk Management,Operational,and communication. Ensures procedures are followed to protect safety.
MGMT-WFM-001,Scheduling & Staffing,Management,Workforce Management,Operational,Creates schedules that align staffing levels with operational needs. Adjusts proactively for absences
MGMT-WFM-002,Task Assignment,Management,Workforce Management,Operational,and priority. Ensures employees understand expectations and timelines.
MGMT-WFM-003,Attendance & Time Management Oversight,Management,Workforce Management,Operational,and punctuality to maintain operational flow. Addresses issues promptly and fairly.
MGMT-WFM-004,Onboarding Coordination,Management,Workforce Management,Behavioral,and resources. Coordinates with HR and trainers to support early success.
MGMT-WRC-001,Daily Workflow Management,Management,Workflow & Resource Coordination,Operational,Plans and adjusts daily work assignments to meet operational goals. Responds quickly to disruptions or changing priorities.
MGMT-WRC-002,Resource Allocation,Management,Workflow & Resource Coordination,Operational,and materials to support efficient operations. Identifies shortages early and coordinates solutions.
MGMT-WRC-003,Bottleneck Identification,Management,Workflow & Resource Coordination,Operational,Recognizes workflow delays or constraints and takes action to resolve them. Coordinates cross-functionally to maintain throughput.
MIS-CFG-001,Workflow Configuration,MIS,System Configuration & Optimization,Technical,and settings to support business processes. Ensures changes are tested and documented.
MIS-CFG-002,System Optimization,MIS,System Configuration & Optimization,Technical,Identifies opportunities to improve system performance or usability. Recommends enhancements and supports implementation.
MIS-CFG-003,Release & Update Coordination,MIS,System Configuration & Optimization,Operational,and patches. Ensures changes are communicated and validated before deployment.
MIS-DATA-001,Data Validation,MIS,Data Management & Integrity,Operational,and consistency. Identifies errors and coordinates corrections.
MIS-DATA-002,Data Governance Support,MIS,Data Management & Integrity,Operational,and classification. Ensures compliance across systems.
MIS-DATA-003,Master Data Maintenance,MIS,Data Management & Integrity,Operational,and locations. Ensures accuracy to support operations and reporting.
MIS-INT-001,System Integration Support,MIS,Process Automation & Integration,Technical,or connectors. Ensures data flows accurately and securely.
MIS-INT-002,Workflow Automation,MIS,Process Automation & Integration,Technical,Designs or supports automated workflows that reduce manual effort and improve accuracy. Tests and validates automation logic.
MIS-INT-003,Data Flow Troubleshooting,MIS,Process Automation & Integration,Technical,or automated processes. Coordinates with IT or vendors as needed.
MIS-RPT-001,Report Development,MIS,Reporting & Analytics,Technical,Builds operational and analytical reports using system tools or BI platforms. Ensures reports are accurate
MIS-RPT-002,Dashboard Creation,MIS,Reporting & Analytics,Technical,Designs dashboards that visualize key metrics and trends. Ensures clarity
MIS-RPT-003,Data Interpretation,MIS,Reporting & Analytics,Behavioral,or opportunities. Communicates insights clearly to stakeholders.
MIS-SUP-001,End‑User Troubleshooting,MIS,User Support & Training,Technical,or functionality. Ensures minimal disruption to operations.
MIS-SUP-002,User Training Delivery,MIS,User Support & Training,Behavioral,and best practices. Tailors content to user skill levels and needs.
MIS-SUP-003,Knowledge Base Maintenance,MIS,User Support & Training,Operational,and support documentation. Ensures resources are clear
MIS-SYS-001,System Access Management,MIS,Business Systems Administration,Technical,and roles within business systems. Ensures access aligns with job responsibilities and security policies.
MIS-SYS-002,Application Administration,MIS,Business Systems Administration,Technical,Has foundational knowledge of application administration and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
MIS-SYS-003,System Documentation,MIS,Business Systems Administration,Operational,and updates. Ensures information is accessible and up‑to‑date.
MIS-VEND-001,Vendor Coordination,MIS,Vendor & Application Management,Behavioral,and issue resolution. Ensures vendor actions align with business needs.
MIS-VEND-002,License & Subscription Management,MIS,Vendor & Application Management,Operational,Tracks software licenses and subscriptions to ensure compliance and cost efficiency. Coordinates renewals and usage reviews.
MIS-VEND-003,Application Evaluation,MIS,Vendor & Application Management,Behavioral,and integration potential. Provides recommendations based on business needs.
MKT-BRAND-001,Brand Messaging,Marketing,Brand & Communications,Behavioral,and messaging consistently across materials. Ensures alignment with brand guidelines.
MKT-BRAND-002,Content Writing,Marketing,Brand & Communications,Behavioral,and communications. Tailors messaging to audience needs.
MKT-BRAND-003,Visual Brand Application,Marketing,Brand & Communications,Technical,and layouts consistently. Ensures materials meet brand standards.
MKT-CMP-001,Campaign Planning,Marketing,Campaign Management,Operational,Understands the purpose and basic steps involved in campaign planning. Can complete routine tasks with clear instructions and support from experienced team members.
MKT-CMP-002,Campaign Execution,Marketing,Campaign Management,Operational,Executes campaign activities across channels. Ensures accuracy
MKT-CMP-003,Campaign Performance Tracking,Marketing,Campaign Management,Technical,Tracks campaign metrics and prepares performance reports. Identifies insights and improvement opportunities.
MKT-CONT-001,Graphic Design Basics,Marketing,Content Creation,Technical,Creates simple graphics using approved tools. Ensures clarity
MKT-CONT-002,Video Content Support,Marketing,Content Creation,Technical,Supports creation of short videos or clips for marketing use. Ensures quality and alignment with messaging.
MKT-CONT-003,Content Planning,Marketing,Content Creation,Operational,Plans content calendars and coordinates with teams to ensure timely delivery of materials.
MKT-DATA-001,Web Analytics,Marketing,Marketing Analytics & Reporting,Technical,Uses analytics tools to track website performance. Interprets data to identify trends and improvement opportunities.
MKT-DATA-002,Campaign Analytics,Marketing,Marketing Analytics & Reporting,Technical,Has foundational knowledge of campaign analytics and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
MKT-DATA-003,Dashboard Maintenance,Marketing,Marketing Analytics & Reporting,Operational,Maintains marketing dashboards and reporting tools. Ensures accuracy
MKT-DIG-001,Website Content Management,Marketing,Digital Marketing,Technical,Updates and maintains website content using CMS tools. Ensures accuracy
MKT-DIG-002,Email Marketing Execution,Marketing,Digital Marketing,Operational,Builds and sends email campaigns. Ensures segmentation
MKT-DIG-003,Social Media Management,Marketing,Digital Marketing,Behavioral,Creates and schedules social content. Monitors engagement and responds professionally to comments or messages.
MKT-MRKT-001,Competitor Research,Marketing,Market Research & Insights,Operational,Understands the purpose and basic steps involved in competitor research. Can complete routine tasks with clear instructions and support from experienced team members.
MKT-MRKT-002,Customer Insights Gathering,Marketing,Market Research & Insights,Behavioral,or analytics. Identifies themes and opportunities.
MKT-MRKT-003,Market Trend Analysis,Marketing,Market Research & Insights,Technical,Analyzes market trends and industry developments. Communicates insights to support strategy and planning.
MNT-CM-004,Breakdown Response & Repair,Maintenance & Reliab,Corrective Maintenance,Technical,Has foundational knowledge of breakdown response & repair and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
MNT-CM-005,Root Cause Analysis (Maintenance),Maintenance & Reliab,Corrective Maintenance,Technical,Has foundational knowledge of root cause analysis (maintenance) and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
MNT-CM-006,Spare Parts Management,Maintenance & Reliab,Corrective Maintenance,Operational,Understands the purpose and basic steps involved in spare parts management. Can complete routine tasks with clear instructions and support from experienced team members.
MNT-KPI-017,Maintenance KPI Tracking,Maintenance & Reliab,Maintenance Performance,Operational,Understands the purpose and basic steps involved in maintenance kpi tracking. Can complete routine tasks with clear instructions and support from experienced team members.
MNT-KPI-018,Continuous Improvement (Maintenance),Maintenance & Reliab,Maintenance Performance,Behavioral,Consistently models exemplary continuous improvement (maintenance) and is recognized as a standard-setter in this area. Uses data analysis and team input to reduce waste and improve equipment reliability. Coaches others
MNT-PM-001,Preventive Maintenance Planning,Maintenance & Reliab,Preventive Maintenance,Operational,Optimizes processes and sets organizational standards for preventive maintenance planning. Ensures PM schedules minimize production disruption. Identifies improvement opportunities
MNT-PM-002,PM Task Execution,Maintenance & Reliab,Preventive Maintenance,Operational,Optimizes processes and sets organizational standards for pm task execution. Documents completion and findings accurately in CMMS. Identifies improvement opportunities
MNT-PM-003,CMMS Data Management,Maintenance & Reliab,Preventive Maintenance,Operational,Understands the purpose and basic steps involved in cmms data management. Can complete routine tasks with clear instructions and support from experienced team members.
MNT-REL-007,Equipment Criticality Assessment,Maintenance & Reliab,Reliability Engineering,Technical,Has foundational knowledge of equipment criticality assessment and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
MNT-REL-008,Predictive Maintenance Techniques,Maintenance & Reliab,Reliability Engineering,Technical,Has foundational knowledge of predictive maintenance techniques and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
MNT-REL-009,Reliability Data Analysis,Maintenance & Reliab,Reliability Engineering,Technical,Has foundational knowledge of reliability data analysis and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
MNT-REL-010,Maintenance Strategy Development,Maintenance & Reliab,Reliability Engineering,Technical,Has foundational knowledge of maintenance strategy development and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
MNT-SAF-014,Lockout-Tagout Compliance,Maintenance & Reliab,Maintenance Safety,Safety,Understands the importance of lockout-tagout compliance and can describe why it matters for workplace safety. Follows basic safety procedures with direct supervision and asks questions when unsure.
MNT-SAF-015,Confined Space & Hot Work Safety,Maintenance & Reliab,Maintenance Safety,Safety,Understands the importance of confined space & hot work safety and can describe why it matters for workplace safety. Follows basic safety procedures with direct supervision and asks questions when unsure.
MNT-SAF-016,Contractor Safety Coordination,Maintenance & Reliab,Maintenance Safety,Safety,Understands the importance of contractor safety coordination and can describe why it matters for workplace safety. Follows basic safety procedures with direct supervision and asks questions when unsure.
MNT-SYS-011,Work Order Management,Maintenance & Reliab,Maintenance Systems,Operational,Understands the purpose and basic steps involved in work order management. Can complete routine tasks with clear instructions and support from experienced team members.
MNT-SYS-012,Maintenance Scheduling & Coordination,Maintenance & Reliab,Maintenance Systems,Operational,Optimizes processes and sets organizational standards for maintenance scheduling & coordination. Communicates planned maintenance windows and adjusts schedules based on operational needs. Identifies improvement opportunities
MNT-SYS-013,Maintenance Budget Tracking,Maintenance & Reliab,Maintenance Systems,Operational,Optimizes processes and sets organizational standards for maintenance budget tracking. Identifies cost trends and recommends adjustments to maintain financial targets. Identifies improvement opportunities
OD-CHG-004,Change Strategy Development,Org Development,Change Management,Behavioral,and stakeholder needs. Ensures plans are phased
OD-CHG-005,Change Plan Development,Org Development,Change Management,Operational,and adoption activities. Coordinates with project teams to ensure alignment and feasibility.
OD-CHG-006,Change Communication Planning,Org Development,Change Management,Behavioral,and expectations of change. Tailors messages to different audiences to support readiness.
OD-CHG-007,Change Messaging Development,Org Development,Change Management,Behavioral,concise messages that support understanding and adoption. Ensures messaging is consistent across channels and aligned with project goals.
OD-CHG-008,Stakeholder Engagement Facilitation,Org Development,Change Management,Behavioral,and build alignment. Uses structured dialogue techniques to support engagement.
OD-CHG-009,Adoption Planning,Org Development,Change Management,Behavioral,Identifies behaviors required for successful adoption and designs activities that support them. Ensures adoption metrics are clear
OD-CHG-010,Change-Related Training Coordination,Org Development,Change Management,Operational,ensuring alignment between training content and new processes or systems.
OD-CHG-011,Reinforcement Planning,Org Development,Change Management,Behavioral,Designs reinforcement strategies to sustain behavior change over time. Identifies risks to sustainment and builds mitigation plans.
OD-CHG-012,Adoption Measurement,Org Development,Change Management,Operational,and behavior change. Uses data to identify risks and improvement opportunities.
OD-CHG-013,Change Risk Monitoring,Org Development,Change Management,Behavioral,and stakeholder alignment. Escalates issues promptly and recommends mitigation strategies.
OD-CHG-014,Change Reporting & Insights,Org Development,Change Management,Operational,and stakeholder sentiment. Communicates insights to project and leadership teams.
OD-CONT-001,Multimedia Content Creation,Org Development,Content Development,Technical,and interactive tools. Ensures content aligns with learning objectives.
OD-FAC-001,Classroom Facilitation,Org Development,Facilitation & Training Delivery,Behavioral,Leads in-person training sessions that engage participants and support learning transfer. Adapts delivery based on audience needs.
OD-FAC-002,Virtual Facilitation,Org Development,Facilitation & Training Delivery,Behavioral,Delivers virtual training using tools and techniques that maintain engagement and clarity. Manages technology effectively.
OD-FAC-003,Group Dynamics Management,Org Development,Facilitation & Training Delivery,Behavioral,Reads group energy and adjusts facilitation strategies to maintain participation and psychological safety.
OD-ID-001,Learning Objective Development,Org Development,Instructional Design,Technical,measurable learning objectives that guide content and assessment design. Ensures objectives align with business needs.
OD-ID-002,Curriculum Design,Org Development,Instructional Design,Technical,Designs structured learning programs using adult learning principles. Ensures content is engaging
OD-ID-003,Assessment Design,Org Development,Instructional Design,Technical,or behavior change. Ensures assessments are valid and fair.
OD-LMS-001,LMS Administration,Org Development,Learning Technology,Technical,and reporting within the LMS. Ensures data accuracy and system integrity.
OD-LMS-002,Learning Data Reporting,Org Development,Learning Technology,Technical,Generates and interprets learning reports to identify trends and opportunities. Communicates insights to stakeholders.
OD-LSTR-001,Learning Needs Analysis,Org Development,Learning Strategy,Behavioral,and performance insights. Aligns learning priorities with business goals.
OD-LSTR-002,Learning Pathway Design,Org Development,Learning Strategy,Behavioral,Designs structured learning pathways that support role readiness and career growth. Ensures pathways are clear
OPS-COM-001,Customer Order Entry & Processing,Manufacturing,Customer Order Management,Operational,Has foundational knowledge of customer order entry & processing and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
OPS-COM-002,Order Expediting & Priority Management,Manufacturing,Customer Order Management,Operational,Monitors order status through production and shipping milestones. Communicates delays proactively to customers and sales teams. Coordinates with production planning and scheduling to expedite critical orders while managing impact on other commitments.
OPS-COM-003,Delivery Promise Management,Manufacturing,Customer Order Management,Operational,and production schedules to provide accurate delivery commitments. Manages customer expectations when lead times shift. Maintains delivery performance metrics and escalates systemic issues affecting on-time delivery.
OPS-PPS-001,Production Scheduling,Manufacturing,Production Planning & Scheduling,Operational,Has foundational knowledge of production scheduling and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
OPS-PPS-002,MRP/ERP Production Execution,Manufacturing,Production Planning & Scheduling,Operational,Has foundational knowledge of mrp/erp production execution and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
OPS-PPS-003,Master Production Scheduling,Manufacturing,Production Planning & Scheduling,Operational,Develops and maintains the master production schedule (MPS) that translates demand forecasts and customer orders into a feasible production plan over a rolling planning horizon. Balances aggregate capacity against demand
OPS-PPS-004,Material Requirements Planning,Manufacturing,Production Planning & Scheduling,Behavioral,Has foundational knowledge of material requirements planning and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
PEF-AC-001,Advanced Communication,Prof Effectiveness,Advanced Communication,Behavioral,Recognizes the importance of advanced communication and understands what good practice looks like. Demonstrates this behavior in familiar situations and seeks feedback to improve.
PEF-AT-001,Analytical Thinking,Prof Effectiveness,Analytical Thinking,Behavioral,Recognizes the importance of analytical thinking and understands what good practice looks like. Demonstrates this behavior in familiar situations and seeks feedback to improve.
PEF-CT-001,Conceptual Thinking,Prof Effectiveness,Conceptual Thinking,Behavioral,Recognizes the importance of conceptual thinking and understands what good practice looks like. Demonstrates this behavior in familiar situations and seeks feedback to improve.
PEF-DM-001,Decision Making — Career Level,Prof Effectiveness,Decision Making,Behavioral,Recognizes the importance of decision making — career level and understands what good practice looks like. Demonstrates this behavior in familiar situations and seeks feedback to improve.
PEF-ED-001,Domain Expertise Development,Prof Effectiveness,Expertise Development,Behavioral,Recognizes the importance of domain expertise development and understands what good practice looks like. Demonstrates this behavior in familiar situations and seeks feedback to improve.
PEF-SA-001,Strategic Alignment — Individual Contributor,Prof Effectiveness,Strategic Alignment,Behavioral,Connects individual and team work to organizational goals and long-term priorities without a management role. Balances short-term execution with awareness of broader strategic direction. Identifies opportunities to improve capacity
PM-CLOSE-001,Project Closure,Project Management,Project Closure & Sustainment,Operational,Completes closure steps for small projects. May not consistently capture all documentation or close out all stakeholder communications.
PM-CLOSE-002,Lessons Learned Facilitation,Project Management,Project Closure & Sustainment,Behavioral,Facilitates lessons learned sessions to capture insights and improvement opportunities. Documents findings and shares them with stakeholders.
PM-CLOSE-003,Sustainment Planning,Project Management,Project Closure & Sustainment,Behavioral,and support structures are in place for long-term success. Identifies risks to sustainment and mitigation strategies.
PM-COMM-001,Stakeholder Identification,Project Management,Stakeholder & Communication Management,Behavioral,and expectations. Tailors engagement strategies accordingly.
PM-COMM-002,Project Communication Planning,Project Management,Stakeholder & Communication Management,Behavioral,and transparency. Adjusts messaging based on audience and project phase.
PM-COMM-003,Meeting Facilitation,Project Management,Stakeholder & Communication Management,Behavioral,and progress. Ensures follow-up actions are clear and tracked.
PM-EXEC-001,Task Coordination,Project Management,Project Execution,Operational,Assigns and sequences tasks to keep the project moving. Ensures team members understand expectations and timelines.
PM-EXEC-002,Cross-Functional Coordination,Project Management,Project Execution,Behavioral,and maintain momentum. Builds relationships that support execution.
PM-EXEC-003,Change Control Execution,Project Management,Project Execution,Operational,or resources using structured processes. Communicates impacts clearly to stakeholders.
